"ID","SKU","Name","Slug","Permalink","Type","Current price (R)","Regular price (R)","Sale price (R)","On sale","In stock","Low stock remaining","Categories","Category slugs","Image URLs","Short description","Description (text)"
"2504","MMR-11202","Mastodon Sbc Bronze Dist Gear 500","mastodon-sbc-bronze-dist-gear-500%c2%80%c2%9d","https://allamericanmuscle.co.za/product/mastodon-sbc-bronze-dist-gear-500%c2%80%c2%9d/","simple","622.30","622.30","622.30","no","yes","","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/msd-8585_rb.webp","Sbc Bronze Dist Gear 500 – fits Small Block Chevy. Upgrade with the Sbc Bronze Dist Gear 500. A quality piece for classic American muscle-car and…","Upgrade with the Sbc Bronze Dist Gear 500. A quality piece for classic American muscle-car and hot-rod builds. Engineered to fit Small Block Chevy applications. Genuine Mastodon quality, in stock and ready to ship. Brand: Mastodon Application: Small Block Chevy Part No: MMR-11202"
"2505","MMR-20050-R","Mastodon Air Cleaner Element Filter 12″x 2″ Oval R","mastodon-air-cleaner-element-filter-12x-2-oval-r","https://allamericanmuscle.co.za/product/mastodon-air-cleaner-element-filter-12x-2-oval-r/","simple","500.00","500.00","500.00","no","yes","","Air & Fuel Delivery","air-fuel-delivery","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/MMR7101-1.webp","Air Cleaner Element Filter 12″x 2″ Oval R. Air Cleaner Element Filter 12″x 2″ Oval R. Protects the engine by filtering intake air while allowing strong ai…","Air Cleaner Element Filter 12″x 2″ Oval R. Protects the engine by filtering intake air while allowing strong airflow. Backed by Mastodon and ideal for street and performance use. Brand: Mastodon Part No: MMR-20050-R"
"2506","MMR-39039","Mastodon Chevy Th350 Chrome Steel Dipstick Transmi","mastodon-chevy-th350-chrome-steel-dipstick-transmi","https://allamericanmuscle.co.za/product/mastodon-chevy-th350-chrome-steel-dipstick-transmi/","simple","430.84","430.84","430.84","no","yes","","Transmission & Drivetrain","transmission-drivetrain","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/MMSI-AT39027-1.webp","Chevy Th350 Chrome Steel Dipstick Transmi – fits GM TH350. The Chevy Th350 Chrome Steel Dipstick Transmi from All American Muscle. Keeps the lubrication s…","The Chevy Th350 Chrome Steel Dipstick Transmi from All American Muscle. Keeps the lubrication system working reliably to protect the engine’s moving parts. Engineered to fit GM TH350 applications. A reliable Mastodon choice for your American muscle or hot-rod project. Brand: Mastodon Application: GM TH350 Part No: MMR-39039"
"2507","MMR-225","Mastodon Engine Oil Dipstick Flexible SS","mastodon-engine-oil-dipstick-flexible-ss","https://allamericanmuscle.co.za/product/mastodon-engine-oil-dipstick-flexible-ss/","simple","912.13","912.13","912.13","no","no","0","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/RH-RON-225.webp","Flexible stainless steel engine oil dipstick from Mastodon, providing accurate oil level readings and a sleek custom look for your engine.","Get accurate engine oil level readings and furthermore, add a sleek custom touch to your engine bay with the Mastodon Flexible Stainless Steel Engine Oil Dipstick. This high-quality dipstick features a durable braided stainless steel outer casing and also a flexible inner cable. Consequently, its pliable design allows for remarkably easy routing in cramped engine compartments where rigid dipsticks might otherwise prove difficult to install or indeed prone to bending. The Mastodon SS dipstick actively ensures precise oil level measurement; therefore, this remains crucial for your engine’s health and longevity. Additionally, its polished finish truly enhances under-hood aesthetics. Ultimately, this represents a vital component for proper engine maintenance, readily available across South Africa. Key Features: Mastodon Quality: Manufactured for precision, durability, and reliable performance. Flexible Stainless Steel Design: Allows for easy routing and installation in tight engine bays. Accurate Oil Level Readings: Ensures precise measurement for optimal engine health. Durable Construction: Braided stainless steel outer casing and robust inner cable for longevity. Prevents Kinking: Flexible nature reduces the risk of damage during installation or use. Enhances Engine Bay Aesthetics: Adds a custom, high-performance look under the hood. Essential for Maintenance: Crucial for monitoring engine oil levels to prevent damage. Nationwide Delivery Across South Africa: We ship essential "
"2508","MMR-39038","Mastodon C4 Chrome Steel Transmission Dipstick","mastodon-c4-chrome-steel-transmission-dipstick","https://allamericanmuscle.co.za/product/mastodon-c4-chrome-steel-transmission-dipstick/","simple","408.31","408.31","408.31","no","yes","","Transmission & Drivetrain","transmission-drivetrain","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/MMSI-AT39027-2.webp","C4 Chrome Steel Transmission Dipstick – fits Ford C4. Shop the C4 Chrome Steel Transmission Dipstick at All American Muscle. Keeps the lubrication system…","Shop the C4 Chrome Steel Transmission Dipstick at All American Muscle. Keeps the lubrication system working reliably to protect the engine’s moving parts. Engineered to fit Ford C4 applications. Genuine Mastodon quality, in stock and ready to ship. Brand: Mastodon Application: Ford C4 Part No: MMR-39038"
"2509","MMR-8607","Mastodon GM TH350 Floor Mount Shifter Kit","mastodon-gm-th350-floor-mount-shifter-kit","https://allamericanmuscle.co.za/product/mastodon-gm-th350-floor-mount-shifter-kit/","simple","5760.00","5760.00","5760.00","no","yes","","Interior & Accessories","interior-accessories","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/9165000_L1600_bbc5bf6b-ac5a-4e57-b6c1-1729d8ba0c52.webp","GM TH350 Floor Mount Shifter Kit – fits GM TH350. Upgrade with the GM TH350 Floor Mount Shifter Kit. Locates the engine or driveline securely while dampin…","Upgrade with the GM TH350 Floor Mount Shifter Kit. Locates the engine or driveline securely while damping vibration. Engineered to fit GM TH350 applications. Backed by Mastodon and ideal for street and performance use. Brand: Mastodon Application: GM TH350 Part No: MMR-8607"
"2510","MMR-89002","Mastodon SBC Hydraulic Roller Lifters Link Bar","mastodon-sbc-hydraulic-roller-lifters-link-bar","https://allamericanmuscle.co.za/product/mastodon-sbc-hydraulic-roller-lifters-link-bar/","simple","9990.00","9990.00","9990.00","no","yes","","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/sum-150132-4_xl.webp","SBC Hydraulic Roller Lifters Link Bar – fits Small Block Chevy. SBC Hydraulic Roller Lifters Link Bar. A quality valvetrain component built for dependable…","SBC Hydraulic Roller Lifters Link Bar. A quality valvetrain component built for dependable, high-rpm performance. Engineered to fit Small Block Chevy applications. A reliable Mastodon choice for your American muscle or hot-rod project. Brand: Mastodon Application: Small Block Chevy Part No: MMR-89002"
"2511","MMR-3302","Mastodon Ignition Switch Panel Type B Carbon Fibre","mastodon-ignition-switch-panel-type-b-carbon-fibre","https://allamericanmuscle.co.za/product/mastodon-ignition-switch-panel-type-b-carbon-fibre/","simple","1011.07","1011.07","1011.07","no","yes","","Ignitions & Electrical","ignitions-electrical","","Carbon-fibre-finish dash panel (Type B) carrying the ignition switch and starter controls.","The Ignition Switch Panel Type B Carbon Fibre from All American Muscle. A carbon-fibre-finish dash plate that carries the ignition switch and starter controls in one tidy panel — a clean, race-inspired way to wire up a custom, hot rod or track-day build. Mastodon performance you can count on, shipped fast across South Africa. Brand: Mastodon Part No: MMR-3302"
"2512","MMR-25025","Mastodon Chrome Low Mount Alternator Bracket SBC","mastodon-chrome-low-mount-alternator-bracket-sbc","https://allamericanmuscle.co.za/product/mastodon-chrome-low-mount-alternator-bracket-sbc/","simple","646.55","646.55","646.55","no","yes","","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/MMSI-AT25025.webp","Chrome Mastodon low mount alternator bracket for a sleek, custom look on Small Block Chevy (SBC) engines.","Give your Small Block Chevy (SBC) engine a sleek, low-profile look while securely mounting your alternator with the Mastodon Chrome Low Mount Alternator Bracket. This high-quality bracket positions the alternator lower on the engine block, providing a cleaner and more streamlined appearance. The chrome-plated finish adds a brilliant shine to your engine bay, perfect for custom builds and show cars. Constructed from durable materials, this bracket ensures proper alternator alignment and belt tension, contributing to reliable charging performance. Designed specifically for SBC engines, this low mount bracket offers a precise fit and includes the necessary hardware for easy installation. Key Features: Designed for Small Block Chevy (SBC): Ensures a perfect fit on popular SBC engines. Low Mount Design: Provides a sleek, lower profile for a cleaner engine bay appearance. Chrome-Plated Finish: Adds a high-shine, show-quality look. Durable Construction: Built from strong materials for long-lasting performance. Ensures Proper Alternator Alignment: Contributes to optimal belt wear and charging. Provides Secure Mounting: Keeps the alternator stable and prevents unwanted movement. Easy Installation: Includes necessary mounting hardware for a straightforward setup. Enhances Engine Aesthetics: Significantly improves the visual appeal of your engine compartment. Why Choose the Mastodon Chrome Low Mount Alternator Bracket for SBC in South Africa? If you’re aiming for a custom, low-profile l"
"2513","MMR-25103","Mastodon, 1 Single Groove Upper Pulley","mastodon-1-single-groove-upper-pulley","https://allamericanmuscle.co.za/product/mastodon-1-single-groove-upper-pulley/","simple","890.20","890.20","890.20","no","no","0","Chassis & Suspension","chassis-suspension","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/MMR8854-1.webp","Mastodon, 1 Single Groove Upper Pulley. Shop the Mastodon, 1 Single Groove Upper Pulley at All American Muscle. Maintains correct drive-belt alignment and…","Shop the Mastodon, 1 Single Groove Upper Pulley at All American Muscle. Maintains correct drive-belt alignment and turns the engine accessories smoothly. Backed by Mastodon and ideal for street and performance use. Brand: Mastodon Part No: MMR-25103"
"2514","MMR-38023","Mastodon High-Performance Plug Wires 8mm Ceramic 180-Deg","mastodon-high-performance-plug-wires-8mm-ceramic-180-deg","https://allamericanmuscle.co.za/product/mastodon-high-performance-plug-wires-8mm-ceramic-180-deg/","simple","1993.23","1993.23","1993.23","no","yes","","Ignitions & Electrical","ignitions-electrical","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/SI-AT38023.webp","Ensure maximum spark delivery in high-heat engines with the Mastodon 8mm Spiral Core Plug Wires. They feature durable 180-degree ceramic boots. This provides the ultimate protection against header heat.","You can ensure maximum spark delivery and extreme heat protection with the Mastodon High-Performance Plug Wires. These premium wires feature an 8mm spiral core conductor. They also boast durable 180-degree ceramic boots. As a result, you get a powerful, clean spark, even in high-heat engine bays with headers or turbos. This is a crucial upgrade for you if you want to eliminate misfires and maximize the efficiency of your ignition system. As a trusted supplier in Alberton, Gauteng, we provide you with top-tier ignition components to enhance your vehicle’s performance and reliability. Key Features 8mm Diameter and Spiral Core: This provides low resistance. Consequently, you get maximum energy transfer to the spark plug. This design also suppresses RFI and EMI interference. Ceramic Boot Set: This is the ultimate heat shield. It protects the plug end of your wire from extreme exhaust manifold or header heat. This prevents the common problem of boot meltdown. 180-Degree Boots: This specific angle is common for many applications. It allows for a clean, professional routing of your wires. Durable Silicone Jacket: This outer layer resists heat, fuel, oil, and abrasion. Therefore, you can rely on it for a long service life. Universal/Performance Fit: We designed this set for you if you have a V8 engine. You can custom-cut and route the wires for a precise fit. Durable Construction: We built it with high-quality materials. This ensures you get a long-lasting and reliable product. Natio"
"2515","MMR-3906-SL","Mastodon Aluminium Hood Hinges 1970-1981 Camaro","mastodon-aluminium-hood-hinges-1970-1981-camaro","https://allamericanmuscle.co.za/product/mastodon-aluminium-hood-hinges-1970-1981-camaro/","simple","9301.71","9301.71","9301.71","no","yes","","Exterior & Accessories","exterior-accessories","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/100-3906-HINGE.webp","Pair of Mastodon hood hinges in silver for 1970-1981 Chevrolet Camaros, ensuring proper hood alignment and function.","You can replace your worn-out factory hood hinges with the Mastodon Aluminium Hood Hinges. We designed them specifically for 1970-1981 Camaros. They feature lightweight, durable aluminium construction and a sleek silver finish. As a result, you get both a significant weight reduction and a custom look. These hinges are a direct-fit replacement. This is why they provide a smooth and reliable hood operation. Consequently, this is an essential upgrade for you if you are a South African Camaro enthusiast who values both performance and style. As a trusted supplier in Alberton, Gauteng, we provide you with top-tier body and exterior components to enhance your classic car. Key Features Vehicle Compatibility: We engineered them as a direct-fit replacement for 1970-1981 Chevrolet Camaros. This ensures a perfect fit. Aluminium Construction: It provides a significant weight reduction compared to your original steel hinges. This material is lightweight and resistant to corrosion. Silver Finish: It offers a durable and stylish look. This finish is long-lasting and will complement your engine bay. Improved Functionality: It ensures smooth and reliable hood operation. This prevents the common problems of your hood sagging, binding, or not staying open. Durable Construction: We built it with high-quality materials. Consequently, you can rely on it to last a long time. Nationwide Shipping: We deliver body and exterior components across South Africa. Local Expertise: We understand the needs o"
"2516","MMR-43017","Mastodon Transmission Mount Chevy Polyurethane","mastodon-transmission-mount-chevy-polyurethane","https://allamericanmuscle.co.za/product/mastodon-transmission-mount-chevy-polyurethane/","simple","875.82","875.82","875.82","no","yes","","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/MMSI-AT43017.webp","High-performance Mastodon polyurethane transmission mount for Chevy vehicles, offering increased stiffness and durability for improved power transfer.","Upgrade your Chevrolet’s transmission mount with the durable and high-performance Mastodon Polyurethane Transmission Mount. Designed as a direct or near-direct replacement for factory rubber mounts, this polyurethane mount offers significantly increased stiffness and durability. By reducing unwanted transmission movement during hard acceleration, shifting, and cornering, this mount helps to improve power transfer to the wheels, leading to a more responsive and controlled driving experience. Polyurethane construction also provides superior resistance to oil, chemicals, and general wear and tear compared to traditional rubber. Ideal for performance enthusiasts, drag racers, or anyone looking to improve the longevity and responsiveness of their Chevy’s drivetrain. Key Features: Mastodon Performance: Engineered for improved drivetrain stability and power transfer. Polyurethane Construction: Offers increased stiffness and durability over rubber. Reduces Transmission Movement: Minimizes unwanted shifting and drivetrain lash. Improved Power Transfer: Helps get more power to the ground. Enhanced Driving Response: Provides a more direct and connected feel. Superior Durability: Resistant to oil, chemicals, and wear. Direct or Near-Direct Fit: Designed to replace factory Chevy transmission mounts. Ideal for Performance Applications: Suitable for street, track, and drag racing. Why Choose the Mastodon Polyurethane Transmission Mount for Your Chevy in South Africa? If you’re looking to im"
"2517","MMR-50011","Mastodon Ignition Coil","mastodon-ignition-coil","https://allamericanmuscle.co.za/product/mastodon-ignition-coil/","simple","812.80","812.80","812.80","no","yes","","Exterior & Accessories","exterior-accessories","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/KNDI-049-351-1.webp","Ignition Coil. Fit your build with the Ignition Coil. Delivers a strong, reliable spark for easy starting and clean running.Backed by Mastodon and ideal f…","Fit your build with the Ignition Coil. Delivers a strong, reliable spark for easy starting and clean running. Backed by Mastodon and ideal for street and performance use. Brand: Mastodon Part No: MMR-50011"
"2518","MMR-58011","Mastodon 2.5″ Reusable Copper Header Gaskets SBC/BBC (Pair)","mastodon-2-5-reusable-copper-header-gaskets-sbc-bbc-pair","https://allamericanmuscle.co.za/product/mastodon-2-5-reusable-copper-header-gaskets-sbc-bbc-pair/","simple","263.36","263.36","263.36","no","yes","","Gaskets & Seals","gaskets-seals","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/MMSI-AT58011.webp","Reusable Mastodon 2.5 inch solid copper header gaskets (pair) for Small Block and Big Block Chevy engines, providing a superior seal.","Ensure a superior and long-lasting seal between your exhaust headers and cylinder heads on your Small Block Chevy (SBC) or Big Block Chevy (BBC) engine with the Mastodon 2.5 Inch Reusable Copper Header Exhaust Gaskets. This pair of high-quality gaskets is constructed from solid copper, known for its excellent heat resistance and sealing properties. Unlike traditional fiber or composite gaskets, these copper gaskets are designed to be reusable, providing a cost-effective and reliable sealing solution for multiple header installations. The 2.5-inch port size makes them suitable for headers with 2.5-inch collectors. These Mastodon copper header gaskets are ideal for performance enthusiasts, racers, and anyone who frequently removes or installs their exhaust headers. Key Features: Mastodon Quality: Engineered for a superior and long-lasting seal. Fits SBC & BBC Chevy Engines: Versatile compatibility for both engine types. Solid Copper Construction: Offers excellent heat resistance and sealing. Reusable Design: Provides a cost-effective and convenient sealing solution. 2.5 Inch Port Size: Designed for headers with 2.5-inch collectors. Prevents Exhaust Leaks: Ensures a tight seal for optimal performance and sound. Durable and Long-Lasting: Built to withstand high exhaust temperatures and pressures. Ideal for Performance and Racing Applications: Suitable for demanding conditions. Sold as a Pair: Includes gaskets for both exhaust manifolds/headers. Why Choose the Mastodon 2.5 Inch Re"
"2519","MMR-8593-P","Mastodon 2-3/8 Inch Finned Transmission Oil Pan TH400","mastodon-2-3-8-inch-finned-transmission-oil-pan-th400","https://allamericanmuscle.co.za/product/mastodon-2-3-8-inch-finned-transmission-oil-pan-th400/","simple","2586.22","2586.22","2586.22","no","yes","","Transmission & Drivetrain","transmission-drivetrain","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/MMR8593P.webp","Mastodon 2-3/8 inch finned transmission oil pan for a custom look and potential cooling. Check transmission compatibility.","Enhance the aesthetics and potentially improve the thermal management of your automatic transmission with the Mastodon 2-3/8 inch Finned Transmission Oil Pan. Featuring a distinctive finned design, this oil pan not only adds a custom touch to the underside of your vehicle but may also aid in dissipating heat, contributing to lower transmission fluid temperatures for optimized performance and extended lifespan. Constructed from robust materials, this Mastodon transmission oil pan is engineered as a direct replacement for your factory pan, ensuring proper sealing and straightforward installation. Please confirm the compatibility with your specific transmission model and depth requirements before ordering. Key Features: Mastodon High Quality: Designed for durability and precise fitment. Eye-Catching Finned Style: Provides a unique, aftermarket look and potential cooling benefits. 2-3/8 Inch Depth: Verify that this depth is suitable for your transmission. Robust Construction: Manufactured from premium materials for lasting performance. Direct Bolt-On Replacement: Designed to replace your original transmission oil pan without modifications. Custom Under-Vehicle Appearance: Upgrades the visual appeal of your vehicle’s undercarriage. Potential for Enhanced Cooling: Fins may help dissipate heat away from the transmission fluid. 1 Why Choose the Mastodon 2-3/8 Inch Finned Transmission Oil Pan in South Africa? If you’re located in South Africa and are looking to personalize your vehicl"
"2520","MMR-8852","Mastodon SBC Short Water Pump Upper Pulley Double","mastodon-sbc-short-water-pump-upper-pulley-double","https://allamericanmuscle.co.za/product/mastodon-sbc-short-water-pump-upper-pulley-double/","simple","669.90","669.90","669.90","no","yes","2","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/MMR8852-1.webp","SBC Short Water Pump Upper Pulley Double – fits Small Block Chevy. SBC Short Water Pump Upper Pulley Double. Circulates coolant to keep the engine at a sa…","SBC Short Water Pump Upper Pulley Double. Circulates coolant to keep the engine at a safe operating temperature, built for reliable, leak-free service. Engineered to fit Small Block Chevy applications. Genuine Mastodon quality, in stock and ready to ship. Brand: Mastodon Application: Small Block Chevy Part No: MMR-8852"
"2521","MMR-91015580","Mastodon Short Water Pump SBC","mastodon-short-water-pump-sbc","https://allamericanmuscle.co.za/product/mastodon-short-water-pump-sbc/","simple","1495.00","1495.00","1495.00","no","yes","2","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/91015580-1.webp","Short Water Pump SBC – fits Small Block Chevy. The Short Water Pump SBC from All American Muscle. Circulates coolant to keep the engine at a safe operatin…","The Short Water Pump SBC from All American Muscle. Circulates coolant to keep the engine at a safe operating temperature, built for reliable, leak-free service. Engineered to fit Small Block Chevy applications. Backed by Mastodon and ideal for street and performance use. Brand: Mastodon Application: Small Block Chevy Part No: MMR-91015580"
"2522","MMR-25026","Power Steering Pump Mounting Bracket SBC Mastodon","power-steering-pump-mounting-bracket-sbc-mastodon","https://allamericanmuscle.co.za/product/power-steering-pump-mounting-bracket-sbc-mastodon/","simple","581.90","581.90","581.90","no","yes","","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/MMSI-AT25026.webp","Durable Mastodon power steering pump mounting bracket for reliable installation on Small Block Chevy (SBC) engines.","Ensure secure and proper mounting of your power steering pump on your Small Block Chevy (SBC) engine with the Mastodon Power Steering Pump Mounting Bracket. We designed this high-quality bracket to provide a stable and correctly aligned platform for your power steering pump. This contributes to reliable performance and optimal belt wear. We constructed this bracket from durable materials. Therefore, we built it to withstand the stresses of engine operation. We designed it specifically for SBC engines. Consequently, this bracket offers a precise fit and includes the necessary hardware for you to have an easy installation. Key Features Designed for Small Block Chevy (SBC): It ensures a perfect fit on popular SBC engines. Durable Construction: We built it from strong materials for long-lasting performance. Ensures Proper Power Steering Pump Alignment: This contributes to optimal belt wear and performance. Provides Secure Mounting: It keeps the power steering pump stable and prevents unwanted movement. Easy Installation: We have included the necessary mounting hardware for a straightforward setup. Essential for Reliable Power Steering: It ensures proper function of your power steering system. Why Choose the Mastodon Power Steering Pump Mounting Bracket for SBC in South Africa? If you need a reliable and durable bracket to mount your power steering pump on your Small Block Chevy engine in South Africa, this Mastodon bracket provides the secure and correctly aligned fit necessary f"
"2523","MMR-26085","Mastodon Tail Light and Side Fender Kit, 73-79 Ford F150","mastodon-tail-light-and-side-fender-kit-73-79-ford-f150","https://allamericanmuscle.co.za/product/mastodon-tail-light-and-side-fender-kit-73-79-ford-f150/","simple","1315.96","1315.96","1315.96","no","yes","","Exterior & Accessories","exterior-accessories","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/tyc-11-3260-01_xl.webp","Tail Light and Side Fender Kit, 73-79 Ford F150 – fits Ford. Shop the Tail Light and Side Fender Kit, 73-79 Ford F150 at All American Muscle. Bright, reli…","Shop the Tail Light and Side Fender Kit, 73-79 Ford F150 at All American Muscle. Bright, reliable lighting with a clean, period-correct look. Engineered to fit Ford applications. Mastodon performance you can count on, shipped fast across South Africa. Brand: Mastodon Application: Ford Part No: MMR-26085"
"2524","MMR-UJ005","Mastodon U-Joint, 3/4-36 X 3/4″-36","mastodon-u-joint-3-4-36-x-3-4-36","https://allamericanmuscle.co.za/product/mastodon-u-joint-3-4-36-x-3-4-36/","simple","718.04","718.04","718.04","no","yes","","Chassis & Suspension","chassis-suspension","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/uJoint.webp","U-Joint, 3/4-36 X 3/4″-36. Upgrade with the U-Joint, 3/4-36 X 3/4″-36. A quality steering component for safe, precise control.Genuine Mastodon quality, in…","Upgrade with the U-Joint, 3/4-36 X 3/4″-36. A quality steering component for safe, precise control. Genuine Mastodon quality, in stock and ready to ship. Brand: Mastodon Part No: MMR-UJ005"
"2525","MMR-11360","Mastodon Breather Pushin Round Chrome","mastodon-breather-pushin-round-chrome","https://allamericanmuscle.co.za/product/mastodon-breather-pushin-round-chrome/","simple","198.73","198.73","198.73","no","yes","","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/mor-68781_cp.webp","Breather Pushin Round Chrome. Breather Pushin Round Chrome. A quality valvetrain component built for dependable, high-rpm performance.Backed by Mastodon a…","Breather Pushin Round Chrome. A quality valvetrain component built for dependable, high-rpm performance. Backed by Mastodon and ideal for street and performance use. Brand: Mastodon Part No: MMR-11360"
"2526","MMR-11361","Mastodon Valve Cover Breather, Push Style","mastodon-valve-cover-breather-push-style","https://allamericanmuscle.co.za/product/mastodon-valve-cover-breather-push-style/","simple","193.52","193.52","193.52","no","yes","","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/mor-68781_cp-1.webp","Valve Cover Breather, Push Style. The Valve Cover Breather, Push Style from All American Muscle. A quality valvetrain component built for dependable, high…","The Valve Cover Breather, Push Style from All American Muscle. A quality valvetrain component built for dependable, high-rpm performance. A reliable Mastodon choice for your American muscle or hot-rod project. Brand: Mastodon Part No: MMR-11361"
"2527","MMR-11365","Mastodon Carburetor Carb Studs Kit, 5/16″ X 2″","mastodon-carburetor-carb-studs-kit-5-16-x-2","https://allamericanmuscle.co.za/product/mastodon-carburetor-carb-studs-kit-5-16-x-2/","simple","250.00","250.00","250.00","no","yes","","Fasteners & Hardware","fasteners-hardware","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/edl-8008_en_xl-2.webp","5/16"" x 2"" carburettor mounting stud kit — the longer length suits carb spacer setups.","Fit your build with the Carburetor Carb Studs Kit, 5/16"" x 2"". A set of 5/16"" x 2"" carburettor mounting studs with nuts and washers — the longer length suits setups running a spacer between the carburettor and the manifold. Mastodon performance you can count on, shipped fast across South Africa. Brand: Mastodon Part No: MMR-11365"
"2528","MMR-58004","Mastodon Ford Fe Steel Core Rubber Valve Cover Set","mastodon-ford-fe-steel-core-rubber-valve-cover-set","https://allamericanmuscle.co.za/product/mastodon-ford-fe-steel-core-rubber-valve-cover-set/","simple","323.29","323.29","323.29","no","yes","","Gaskets & Seals","gaskets-seals","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/3257568_L1450_3f1befe9-b2ac-444d-a818-f4fd20bf7de5.webp","Ford Fe Steel Core Rubber Valve Cover Set – fits Ford. Shop the Ford Fe Steel Core Rubber Valve Cover Set at All American Muscle. A quality valvetrain com…","Shop the Ford Fe Steel Core Rubber Valve Cover Set at All American Muscle. A quality valvetrain component built for dependable, high-rpm performance. Engineered to fit Ford applications. Genuine Mastodon quality, in stock and ready to ship. Brand: Mastodon Application: Ford Part No: MMR-58004"
"2529","MMR-58025","Mastodon Engine Oil Pan Gasket, Chevy Ls Ls1,2,3","mastodon-engine-oil-pan-gasket-chevy-ls-ls123","https://allamericanmuscle.co.za/product/mastodon-engine-oil-pan-gasket-chevy-ls-ls123/","simple","464.47","464.47","464.47","no","yes","","Gaskets & Seals","gaskets-seals","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/sum-g2334_w.webp","Engine Oil Pan Gasket, Chevy Ls Ls1,2,3 – fits GM LS. Upgrade with the Engine Oil Pan Gasket, Chevy Ls Ls1,2,3. Provides a durable, leak-free seal and is…","Upgrade with the Engine Oil Pan Gasket, Chevy Ls Ls1,2,3. Provides a durable, leak-free seal and is made to meet or exceed OE specifications. Engineered to fit GM LS applications. Backed by Mastodon and ideal for street and performance use. Brand: Mastodon Application: GM LS Part No: MMR-58025"
"2530","MMR-6118","Mastodon LS2 6.0L Engine Gasket Set","mastodon-ls2-6-0l-engine-gasket-set","https://allamericanmuscle.co.za/product/mastodon-ls2-6-0l-engine-gasket-set/","simple","4777.18","4777.18","4777.18","no","yes","","Gaskets & Seals","gaskets-seals","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/MMR6118-1.webp","LS2 6.0L Engine Gasket Set – fits GM LS. LS2 6.0L Engine Gasket Set. Provides a durable, leak-free seal and is made to meet or exceed OE specifications.En…","LS2 6.0L Engine Gasket Set. Provides a durable, leak-free seal and is made to meet or exceed OE specifications. Engineered to fit GM LS applications. A reliable Mastodon choice for your American muscle or hot-rod project. Brand: Mastodon Application: GM LS Part No: MMR-6118"
"2531","MMR-8442","Mastodon Driver Side Aluminum Dipstick 58-79 SBC","mastodon-driver-side-aluminum-dipstick-58-79-sbc","https://allamericanmuscle.co.za/product/mastodon-driver-side-aluminum-dipstick-58-79-sbc/","simple","2877.73","2877.73","2877.73","no","no","0","Engines & Components","engines-components","https://allamericanmuscle.co.za/wp-content/uploads/2026/06/MM8442.webp","Polished aluminum driver side oil dipstick for 1958-1979 US Small Block Chevy engines, ensuring accurate oil level readings.","Add a touch of style and functionality to your Small Block Chevy (SBC) engine with the Mastodon Driver Side Aluminum Dipstick. We designed it for models from 1958 to 1979 in US configurations. We crafted it from high-quality aluminum. This ensures durability and a clean, polished look. It provides an accurate oil level reading. Therefore, it ensures proper engine maintenance. Ultimately, this is a perfect upgrade for classic car restorations or custom builds. Get your Mastodon Driver Side Aluminum Dipstick now! Key Features Fits 1958-1979 US SBC Engines: We specifically designed it for driver-side placement on these models. Durable Aluminum Construction: It offers you longevity and a lightweight design. Accurate Oil Level Reading: It ensures proper engine oil maintenance. Polished Aluminum Finish: It adds a stylish touch to your engine bay. Easy to Install: We designed it as a direct replacement for the factory dipstick. Ideal for Restorations and Custom Builds: It enhances the look and functionality of your SBC engine. Why Choose the Mastodon Aluminum Dipstick in South Africa? If you are in South Africa and looking for a stylish and functional upgrade for your SBC engine, the Mastodon Driver Side Aluminum Dipstick is an excellent choice. In fact, it provides a durable alternative to your old, corroded factory dipstick. Furthermore, its polished finish adds a great aesthetic detail to your engine bay. Consequently, you get both a practical tool and a stylish accessory. Specif"
